file,tests,stratified,splits,model,n_estimators,max_features_pct,acc,pr,rec,f1,acc_std,pr_std,rec_std,f1_std
pima-diabetes.csv,crossvalidation_random_forest,not,2,random_forest,100,1.0,0.7552083333333333,0.7359738774527507,0.7228358208955223,0.7245444215476874,0.0,0.0,0.0,0.0
pima-diabetes.csv,crossvalidation_random_forest,not,3,random_forest,100,1.0,0.7669095791688919,0.7452139215831197,0.7308134254181647,0.734946162377789,0.0,0.0,0.0,0.0
pima-diabetes.csv,crossvalidation_random_forest,not,5,random_forest,100,1.0,0.747440794499618,0.7245398999627819,0.7123927323549966,0.7161386500332766,0.0,0.0,0.0,0.0
pima-diabetes.csv,crossvalidation_random_forest,not,10,random_forest,100,1.0,0.7512816131237183,0.7277457459234019,0.7172079772079771,0.7203346446455245,0.0,0.0,0.0,0.0
pima-diabetes.csv,crossvalidation_random_forest,strat,2,random_forest,100,1.0,0.7630208333333333,0.7399246026780127,0.7279701492537314,0.732842641519731,0.0,0.0,0.0,0.0
pima-diabetes.csv,crossvalidation_random_forest,strat,3,random_forest,100,1.0,0.752586384342972,0.7299976098900748,0.7087238050409717,0.7155813100682192,0.0,0.0,0.0,0.0
pima-diabetes.csv,crossvalidation_random_forest,strat,5,random_forest,100,1.0,0.7578898225957049,0.7357550313073946,0.7215241090146749,0.7263329661484045,0.0,0.0,0.0,0.0
pima-diabetes.csv,crossvalidation_random_forest,strat,10,random_forest,100,1.0,0.7617908407382092,0.7440864937516165,0.7225811965811966,0.728009125450235,0.0,0.0,0.0,0.0
pima-diabetes.csv,crossvalidation_random_forest,none,2,random_forest,100,1.0,0.7552083333333333,0.7328144308962506,0.7167761194029851,0.7225809380798704,0.0,0.0,0.0,0.0
pima-diabetes.csv,crossvalidation_random_forest,none,3,random_forest,100,1.0,0.7591274780015768,0.7351823104525707,0.7258128764506694,0.7293129208030215,0.0,0.0,0.0,0.0
pima-diabetes.csv,crossvalidation_random_forest,none,5,random_forest,100,1.0,0.7486461251167134,0.7240070877305096,0.7114793850454227,0.7146180547520091,0.0,0.0,0.0,0.0
pima-diabetes.csv,crossvalidation_random_forest,none,10,random_forest,100,1.0,0.7563738892686261,0.732640568850208,0.7190769230769231,0.723571087819197,0.0,0.0,0.0,0.0
pima-diabetes.csv,crossvalidation_boosting,not,2,boosting,100,1.0,0.6705729166666667,0.6325245542987479,0.6240746268656716,0.6259658515081561,0.0,0.0,0.0,0.0
